att_metadataReference,has_keyword_hit,decision_type_label,case_caseCompanies,case_caseInitiationDate,case_caseLastDecisionDate,case_caseInstrument,case_caseNumber,case_caseRegulation,case_caseSimplified,case_caseTitle,dec_decisionAdoptionDate,dec_decisionNumber,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionTypes_code,dec_decisionTypes_label,dec_language,dec_metadataReference
M.890-DEC39009-ATT35,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT37,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT39,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT40,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT43,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT44,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT45,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT50,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39009-ATT52,false,Art. 8(4),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39009,1998-11-25,DecisionType664,Art. 8(4),en,M.890-DEC39009
M.890-DEC39010-ATT27,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT28,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT29,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT30,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT31,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT41,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT47,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT48,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT49,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT53,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.890-DEC39010-ATT54,false,Art. 8(3),"BLOKKER / TOYS""R"" Us (II) | BLOKKER / TOYS ""R"" Us  (II)",1997-01-23,1997-06-26,Merger,M.890,Council Regulation 4064/89,Normal procedure,"BLOKKER / TOYS""R"" Us (II)",1997-06-26,39010,1998-11-25,DecisionType610,Art. 8(3),en,M.890-DEC39010
M.2060-DEC40441-ATT4,false,Art. 8(2) with conditions & obligations,BOSCH / REXROTH,2000-07-13,2000-12-13,Merger,M.2060,Council Regulation 4064/89,Normal procedure,BOSCH / REXROTH,2000-12-13,40441,2004-02-13,DecisionType600,Art. 8(2) with conditions & obligations,en,M.2060-DEC40441
M.891-DEC39013-ATT3,false,Art. 6(1)(b),DEUTSCHE BANK / COMMERZBANK / J.M. VOITH,1997-03-20,1997-04-23,Merger,M.891,Council Regulation 4064/89,Normal procedure,DEUTSCHE BANK / COMMERZBANK / J.M. VOITH,1997-04-23,39013,1997-08-13,DecisionType310,Art. 6(1)(b),en,M.891-DEC39013
M.2061-DEC40443-ATT3,false,Art. 6(1)(b),AIRBUS,2000-09-15,2000-10-18,Merger,M.2061,Council Regulation 4064/89,Normal procedure,AIRBUS,2000-10-18,40443,2000-12-13,DecisionType310,Art. 6(1)(b),en,M.2061-DEC40443
M.2062-DEC40444-ATT3,false,Art. 6(1)(b),RIO TINTO / NORTH,2000-06-30,2000-08-01,Merger,M.2062,Council Regulation 4064/89,Normal procedure,RIO TINTO / NORTH,2000-08-01,40444,2000-08-31,DecisionType310,Art. 6(1)(b),en,M.2062-DEC40444
M.465-DEC38483-ATT4,false,Art. 6(1)(b),GE / CIGI,1994-07-25,1994-08-29,Merger,M.465,Council Regulation 4064/89,Normal procedure,GE / CIGI,1994-08-29,38483,1994-09-29,DecisionType310,Art. 6(1)(b),en,M.465-DEC38483
M.466-DEC38484-ATT3,false,Art. 6(1)(b),TRACTEBEL / SYNATOM,1994-05-30,1994-06-30,Merger,M.466,Council Regulation 4064/89,Normal procedure,TRACTEBEL / SYNATOM,1994-06-30,38484,1994-07-07,DecisionType310,Art. 6(1)(b),en,M.466-DEC38484
M.464-DEC38482-ATT3,false,Art. 6(1)(b),BMSC / UPSA,1994-08-04,1994-09-06,Merger,M.464,Council Regulation 4064/89,Normal procedure,BMSC / UPSA,1994-09-06,38482,1994-10-12,DecisionType310,Art. 6(1)(b),en,M.464-DEC38482
M.469-DEC38492-ATT10,false,Art. 8(3),MSG MEDIA SERVICE,1994-06-06,1994-11-09,Merger,M.469,Council Regulation 4064/89,Normal procedure,MSG MEDIA SERVICE,1994-11-09,38492,1994-12-31,DecisionType610,Art. 8(3),en,M.469-DEC38492
M.469-DEC38492-ATT9,false,Art. 8(3),MSG MEDIA SERVICE,1994-06-06,1994-11-09,Merger,M.469,Council Regulation 4064/89,Normal procedure,MSG MEDIA SERVICE,1994-11-09,38492,1994-12-31,DecisionType610,Art. 8(3),en,M.469-DEC38492
M.2069-DEC40451-ATT3,false,Art. 6(1)(b),ALSTOM / FIAT FERROVIARIA,2000-08-17,2000-09-18,Merger,M.2069,Council Regulation 4064/89,Normal procedure,ALSTOM / FIAT FERROVIARIA,2000-09-18,40451,2001-06-01,DecisionType310,Art. 6(1)(b),en,M.2069-DEC40451
M.468-DEC38488-ATT3,false,Art. 8(2),SIEMENS / ITALTEL,1994-09-13,1995-02-17,Merger,M.468,Council Regulation 4064/89,Normal procedure,SIEMENS / ITALTEL,1995-02-17,38488,1995-07-12,DecisionType590,Art. 8(2),en,M.468-DEC38488
M.2074-DEC40456-ATT3,false,Art. 6(1)(b),TYCO / MALLINCKRODT,2000-08-17,2000-09-28,Merger,M.2074,Council Regulation 4064/89,Normal procedure,TYCO / MALLINCKRODT,2000-09-28,40456,2000-11-07,DecisionType310,Art. 6(1)(b),en,M.2074-DEC40456
M.2075-DEC40458-ATT5,false,Art. 6(1)(b),NEWHOUSE / JUPITER / SCUDDER / M&G / JV,2000-08-02,2000-09-01,Merger,M.2075,Council Regulation 4064/89,Normal procedure,NEWHOUSE / JUPITER / SCUDDER / M&G / JV,2000-09-01,40458,2000-11-11,DecisionType310,Art. 6(1)(b),en,M.2075-DEC40458
M.2076-DEC40459-ATT4,false,Art. 6(1)(b),IFIL / ALPITOUR,2000-08-08,2000-09-07,Merger,M.2076,Council Regulation 4064/89,Normal procedure,IFIL / ALPITOUR,2000-09-07,40459,2000-11-14,DecisionType310,Art. 6(1)(b),en,M.2076-DEC40459
M.2077-DEC40460-ATT3,false,Art. 6(1)(b),CLAYTON DUBILIER & RICE / ITALTEL,2000-07-31,2000-09-01,Merger,M.2077,Council Regulation 4064/89,Normal procedure,CLAYTON DUBILIER & RICE / ITALTEL,2000-09-01,40460,2000-12-08,DecisionType310,Art. 6(1)(b),en,M.2077-DEC40460
M.2070-DEC40452-ATT3,false,Art. 6(1)(b),TIETOENATOR AB / EDB BUSINESS PARTNER ASA / EDB INSTANT AS / JV | TIETOENATOR / EDB BUSINESS PARTNER / JV,2000-09-13,2000-10-16,Merger,M.2070,Council Regulation 4064/89,Simplified procedure,TIETOENATOR / EDB BUSINESS PARTNER / JV,2000-10-16,40452,2001-11-14,DecisionType310,Art. 6(1)(b),en,M.2070-DEC40452
M.2071-DEC40453-ATT3,false,Art. 6(1)(b),RIVA / SAM (See ECSC.1340),2000-07-27,2000-08-29,Merger,M.2071,Council Regulation 4064/89,Normal procedure,RIVA / SAM (See ECSC.1340),2000-08-29,40453,2001-07-13,DecisionType310,Art. 6(1)(b),en,M.2071-DEC40453
M.2072-DEC40454-ATT3,false,Art. 6(1)(b),PHILLIP MORRIS / NABISCO,2000-09-14,2000-10-16,Merger,M.2072,Council Regulation 4064/89,Normal procedure,PHILLIP MORRIS / NABISCO,2000-10-16,40454,2000-12-07,DecisionType310,Art. 6(1)(b),en,M.2072-DEC40454
M.460-DEC38476-ATT7,false,Art. 6(1)(b),HOLDERCIM / CEDEST,1994-05-24,1994-07-06,Merger,M.460,Council Regulation 4064/89,Normal procedure,HOLDERCIM / CEDEST,1994-07-06,38476,1994-08-02,DecisionType310,Art. 6(1)(b),en,M.460-DEC38476
M.460-DEC38478-ATT10,false,Art. 9(3) partial referral,HOLDERCIM / CEDEST,1994-05-24,1994-07-06,Merger,M.460,Council Regulation 4064/89,Normal procedure,HOLDERCIM / CEDEST,1994-07-06,38478,,DecisionType230,Art. 9(3) partial referral,en,M.460-DEC38478
M.475-DEC38498-ATT4,false,Art. 6(1)(b),ELF ATOCHEM / SHELL CHIMIE,1994-11-21,1994-12-22,Merger,M.475,Council Regulation 4064/89,Normal procedure,ELF ATOCHEM / SHELL CHIMIE,1994-12-22,38498,1995-02-11,DecisionType310,Art. 6(1)(b),en,M.475-DEC38498
M.2078-DEC40461-ATT4,false,Art. 6(1)(b),UBS CAPITAL / HEIPLOEG SHELLFISH INTERNATIONAL,2000-07-17,2000-08-21,Merger,M.2078,Council Regulation 4064/89,Normal procedure,UBS CAPITAL / HEIPLOEG SHELLFISH INTERNATIONAL,2000-08-21,40461,2002-06-18,DecisionType310,Art. 6(1)(b),en,M.2078-DEC40461
M.2079-DEC40462-ATT3,false,Art. 6(1)(b),RAYTHEON / THALES / JV,2001-02-15,2001-03-30,Merger,M.2079,Council Regulation 4064/89,Normal procedure,RAYTHEON / THALES / JV,2001-03-30,40462,2001-04-27,DecisionType310,Art. 6(1)(b),en,M.2079-DEC40462
M.478-DEC38504-ATT4,false,Art. 6(1)(b),VOITH / SULZER (II),1994-06-27,1994-07-29,Merger,M.478,Council Regulation 4064/89,Normal procedure,VOITH / SULZER (II),1994-07-29,38504,1994-08-13,DecisionType310,Art. 6(1)(b),en,M.478-DEC38504
M.479-DEC38505-ATT4,false,Art. 6(1)(a),MAN / INGERSOLL RAND,1994-06-24,1994-07-28,Merger,M.479,Council Regulation 4064/89,Normal procedure,MAN / INGERSOLL RAND,1994-07-28,38505,1994-08-20,DecisionType300,Art. 6(1)(a),en,M.479-DEC38505
M.479-DEC38506-ATT6,false,Art. 6(1)(b),MAN / INGERSOLL RAND,1994-06-24,1994-07-28,Merger,M.479,Council Regulation 4064/89,Normal procedure,MAN / INGERSOLL RAND,1994-07-28,38506,1994-08-20,DecisionType310,Art. 6(1)(b),en,M.479-DEC38506
M.2086-DEC40469-ATT3,false,Art. 6(1)(b),DEUTSCHE BANK / HAMBURGISCHE IMMOBILIEN HANDLUNG / DLI,2000-07-27,2000-08-28,Merger,M.2086,Council Regulation 4064/89,Normal procedure,DEUTSCHE BANK / HAMBURGISCHE IMMOBILIEN HANDLUNG / DLI,2000-08-28,40469,2001-08-30,DecisionType310,Art. 6(1)(b),en,M.2086-DEC40469
M.2087-DEC40470-ATT3,false,Art. 6(1)(b),FEU VERT / CARREFOUR / AUTOCENTER DELAUTO,2000-08-07,2000-09-11,Merger,M.2087,Council Regulation 4064/89,Normal procedure,FEU VERT / CARREFOUR / AUTOCENTER DELAUTO,2000-09-11,40470,2000-11-16,DecisionType310,Art. 6(1)(b),en,M.2087-DEC40470
M.472-DEC38495-ATT4,false,Art. 6(1)(b),VESUVIUS / WÜLFRATH,1994-08-03,1994-09-05,Merger,M.472,Council Regulation 4064/89,Normal procedure,VESUVIUS / WÜLFRATH,1994-09-05,38495,1994-09-16,DecisionType310,Art. 6(1)(b),en,M.472-DEC38495
M.2082-DEC40465-ATT3,false,Art. 6(1)(b),PSA / VIVENDI / WAPPI!,2000-08-21,2000-09-22,Merger,M.2082,Council Regulation 4064/89,Normal procedure,PSA / VIVENDI / WAPPI!,2000-09-22,40465,2000-12-01,DecisionType310,Art. 6(1)(b),en,M.2082-DEC40465
M.473-DEC38496-ATT2,false,Art. 6(1)(b),PWT / MINEMET,1994-06-17,1994-07-20,Merger,M.473,Council Regulation 4064/89,Normal procedure,PWT / MINEMET,1994-07-20,38496,1994-08-03,DecisionType310,Art. 6(1)(b),en,M.473-DEC38496
M.470-DEC38493-ATT3,false,Art. 6(1)(b),GENCOR / SHELL KUDU,1994-07-26,1994-08-29,Merger,M.470,Council Regulation 4064/89,Normal procedure,GENCOR / SHELL KUDU,1994-08-29,38493,1994-09-29,DecisionType310,Art. 6(1)(b),en,M.470-DEC38493
M.2084-DEC40467-ATT4,false,Art. 6(1)(b),CSM / EUROPEAN BAKERY SUPPLIES BUSINESS (UNILEVER),2000-08-28,2000-09-28,Merger,M.2084,Council Regulation 4064/89,Normal procedure,CSM / EUROPEAN BAKERY SUPPLIES BUSINESS (UNILEVER),2000-09-28,40467,2000-11-16,DecisionType310,Art. 6(1)(b),en,M.2084-DEC40467
M.471-DEC38494-ATT4,false,Art. 6(1)(b),DELHAIZE / P.G.,1994-07-18,1994-08-22,Merger,M.471,Council Regulation 4064/89,Normal procedure,DELHAIZE / P.G.,1994-08-22,38494,1994-08-27,DecisionType310,Art. 6(1)(b),en,M.471-DEC38494
M.444-DEC38460-ATT4,false,Art. 6(1)(b),SIDMAR N.V. / KLÖCKNER STAHL GMBH,1994-04-22,1994-05-30,Merger,M.444,Council Regulation 4064/89,Normal procedure,SIDMAR N.V. / KLÖCKNER STAHL GMBH,1994-05-30,38460,1994-06-17,DecisionType310,Art. 6(1)(b),en,M.444-DEC38460
M.441-DEC38456-ATT3,false,Art. 6(1)(b),DAIMLER BENZ AG / RWE AG,1994-05-16,1994-06-20,Merger,M.441,Council Regulation 4064/89,Normal procedure,DAIMLER BENZ AG / RWE AG,1994-06-20,38456,1994-06-30,DecisionType310,Art. 6(1)(b),en,M.441-DEC38456
M.442-DEC38457-ATT4,false,Art. 6(1)(b) with conditions & obligations,ELF ATOCHEM / RÜTGERS,1994-07-04,1994-07-27,Merger,M.442,Council Regulation 4064/89,Normal procedure,ELF ATOCHEM / RÜTGERS,1994-07-27,38457,1994-08-23,DecisionType440,Art. 6(1)(b) with conditions & obligations,en,M.442-DEC38457
M.447-DEC38463-ATT3,false,Art. 6(1)(b),SCHNEIDER / AEG,1994-06-30,1994-08-01,Merger,M.447,Council Regulation 4064/89,Normal procedure,SCHNEIDER / AEG,1994-08-01,38463,1994-09-28,DecisionType310,Art. 6(1)(b),en,M.447-DEC38463
M.448-DEC38464-ATT2,false,Art. 6(1)(b),GKN / BRAMBLES / LETO RECYCLING,1994-05-02,1994-06-07,Merger,M.448,Council Regulation 4064/89,Normal procedure,GKN / BRAMBLES / LETO RECYCLING,1994-06-07,38464,1994-06-17,DecisionType310,Art. 6(1)(b),en,M.448-DEC38464
M.445-DEC38461-ATT3,false,Art. 6(1)(b),BSN / ST-LOUIS (EURALIM),1994-05-02,1994-06-07,Merger,M.445,Council Regulation 4064/89,Normal procedure,BSN / ST-LOUIS (EURALIM),1994-06-07,38461,1994-09-27,DecisionType310,Art. 6(1)(b),en,M.445-DEC38461
M.2090-DEC40473-ATT3,false,Art. 6(1)(b),LIVERPOOL VICTORIA FRIENDLY SOCIETY / AC VENTURES / JV,2000-11-03,2000-12-06,Merger,M.2090,Council Regulation 4064/89,Simplified procedure,LIVERPOOL VICTORIA FRIENDLY SOCIETY / AC VENTURES / JV,2000-12-06,40473,2001-02-16,DecisionType310,Art. 6(1)(b),en,M.2090-DEC40473
M.2091-DEC40474-ATT4,false,Art. 6(1)(b),HSBC PRIVATE EQUITY INVESTMENTS / BBA FRICTION MATERIALS,2000-07-19,2000-08-21,Merger,M.2091,Council Regulation 4064/89,Normal procedure,HSBC PRIVATE EQUITY INVESTMENTS / BBA FRICTION MATERIALS,2000-08-21,40474,2000-10-12,DecisionType310,Art. 6(1)(b),en,M.2091-DEC40474
M.2096-DEC40479-ATT3,false,Art. 6(1)(b),BAYER / DEUTSCHE TELEKOM / INFRASERV / JV,2000-09-05,2000-10-06,Merger,M.2096,Council Regulation 4064/89,Normal procedure,BAYER / DEUTSCHE TELEKOM / INFRASERV / JV,2000-10-06,40479,2001-01-30,DecisionType310,Art. 6(1)(b),en,M.2096-DEC40479
M.2097-DEC40482-ATT16,false,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT17,true,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT18,false,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT20,true,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT21,false,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT22,false,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT23,true,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT24,false,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT26,false,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2097-DEC40482-ATT28,false,Art. 8(3),SCA / METSÄ TISSUE,2000-08-11,2001-01-31,Merger,M.2097,Council Regulation 4064/89,Normal procedure,SCA / METSÄ TISSUE,2001-01-31,40482,2002-02-27,DecisionType610,Art. 8(3),en,M.2097-DEC40482
M.2099-DEC40484-ATT4,false,Art. 6(1)(b),HUTCHISON / NTT DOCOMO / KPN MOBILE / JV,2000-08-03,2000-09-05,Merger,M.2099,Council Regulation 4064/89,Normal procedure,HUTCHISON / NTT DOCOMO / KPN MOBILE / JV,2000-09-05,40484,2001-11-23,DecisionType310,Art. 6(1)(b),en,M.2099-DEC40484
M.2092-DEC40475-ATT4,false,Art. 6(1)(b),REPSOL QUIMICA / BOREALIS / JV,2000-11-17,2000-12-19,Merger,M.2092,Council Regulation 4064/89,Normal procedure,REPSOL QUIMICA / BOREALIS / JV,2000-12-19,40475,2001-01-18,DecisionType310,Art. 6(1)(b),en,M.2092-DEC40475
M.2093-DEC40476-ATT3,false,Art. 6(1)(b),AIRTOURS / FROSCH TOURISTIK (FTI),2000-07-25,2000-08-29,Merger,M.2093,Council Regulation 4064/89,Normal procedure,AIRTOURS / FROSCH TOURISTIK (FTI),2000-08-29,40476,2000-11-15,DecisionType310,Art. 6(1)(b),en,M.2093-DEC40476
M.440-DEC38455-ATT3,false,Art. 6(1)(b),GE / ENI / NUOVO PIGNONE (II),1994-04-05,1994-05-06,Merger,M.440,Council Regulation 4064/89,Normal procedure,GE / ENI / NUOVO PIGNONE (II),1994-05-06,38455,1994-06-14,DecisionType310,Art. 6(1)(b),en,M.440-DEC38455
M.2094-DEC40477-ATT3,false,Art. 6(1)(b),HT-TROPLAST / KÖMMERLING,2000-08-25,2000-09-28,Merger,M.2094,Council Regulation 4064/89,Normal procedure,HT-TROPLAST / KÖMMERLING,2000-09-28,40477,2000-12-01,DecisionType310,Art. 6(1)(b),en,M.2094-DEC40477
M.2095-DEC40478-ATT4,false,Art. 6(1)(b),SEXTANT / DIEHL,2000-07-27,2000-08-29,Merger,M.2095,Council Regulation 4064/89,Normal procedure,SEXTANT / DIEHL,2000-08-29,40478,2000-10-13,DecisionType310,Art. 6(1)(b),en,M.2095-DEC40478
M.455-DEC38471-ATT4,false,Art. 6(1)(b),BANCO DE SANTANDER / BANESTO,1994-05-06,1994-06-13,Merger,M.455,Council Regulation 4064/89,Normal procedure,BANCO DE SANTANDER / BANESTO,1994-06-13,38471,1994-06-30,DecisionType310,Art. 6(1)(b),en,M.455-DEC38471
M.452-DEC38468-ATT3,false,Art. 6(1)(b),AVESTA (II),1994-05-04,1994-06-09,Merger,M.452,Council Regulation 4064/89,Normal procedure,AVESTA (II),1994-06-09,38468,1994-07-01,DecisionType310,Art. 6(1)(b),en,M.452-DEC38468
M.458-DEC38474-ATT3,false,Art. 6(1)(b),ELECTROLUX / AEG,1994-05-17,1994-06-21,Merger,M.458,Council Regulation 4064/89,Normal procedure,ELECTROLUX / AEG,1994-06-21,38474,1994-07-09,DecisionType310,Art. 6(1)(b),en,M.458-DEC38474
M.459-DEC38475-ATT4,false,Art. 6(1)(b),CINVEN / BCI / BP NUTRITION DIVISION,1994-08-26,1994-09-29,Merger,M.459,Council Regulation 4064/89,Normal procedure,CINVEN / BCI / BP NUTRITION DIVISION,1994-09-29,38475,1994-10-27,DecisionType310,Art. 6(1)(b),en,M.459-DEC38475
M.457-DEC38473-ATT3,false,Art. 6(1)(b),ROCHE / SYNTEX,1994-05-16,1994-06-20,Merger,M.457,Council Regulation 4064/89,Normal procedure,ROCHE / SYNTEX,1994-06-20,38473,1994-06-30,DecisionType310,Art. 6(1)(b),en,M.457-DEC38473
M.450-DEC38466-ATT4,false,Art. 6(1)(b),AGF / ASSUBEL,1994-05-24,1994-06-27,Merger,M.450,Council Regulation 4064/89,Normal procedure,AGF / ASSUBEL,1994-06-27,38466,1996-08-05,DecisionType310,Art. 6(1)(b),en,M.450-DEC38466
M.485-DEC38514-ATT2,false,Art. 6(1)(a),RHEINELEKTRA / COFIRA / DEKRA (IV/35271),1994-08-24,1994-09-26,Merger,M.485,Council Regulation 4064/89,Normal procedure,RHEINELEKTRA / COFIRA / DEKRA (IV/35271),1994-09-26,38514,1994-10-12,DecisionType300,Art. 6(1)(a),en,M.485-DEC38514
