case_caseNumber,case_caseSectors_code,case_caseSectors_label,case_caseSectors_code_level1,case_caseSectors_code_level2,case_caseSectors_code_level3,has_keyword_hit
M.3999,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.4,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.400,NaceSectorsC_11_0_2,C.11.02 - Manufacture of wine from grape,NaceSectorsC,NaceSectorsC_11,NaceSectorsC_11_0,0
M.4000,NaceSectorsB_7_2_9,B.07.29 - Mining of other non-ferrous metal ores,NaceSectorsB,NaceSectorsB_7,NaceSectorsB_7_2,1
M.4000,NaceSectorsC_24,C.24 - Manufacture of basic metals,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24,1
M.4002,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.4002,NaceSectorsG_47_3_0,G.47.30 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.4003,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4004,NaceSectorsG_45_1,G.45.1 - Sale of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_1,0
M.4004,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.4004,NaceSectorsK_64_9_1,K.64.91 - Financial leasing,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.4005,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.4006,NaceSectorsK_66_1_2,K.66.12 - Security and commodity contracts brokerage,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.4007,NaceSectorsC_21_2,C.21.2 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.4007,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.4008,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.4009,NaceSectorsC_29_2,C.29.2 - Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_2,0
M.401,NaceSectorsC_22_2,C.22.2 - Manufacture of plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.4010,NaceSectorsC_21_1_0,C.21.10 - Manufacture of basic pharmaceutical products,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_1,0
M.4010,NaceSectorsQ_86_1_0,Q.86.10 - Hospital activities,NaceSectorsQ,NaceSectorsQ_86,NaceSectorsQ_86_1,0
M.4014,NaceSectorsR_92_0_0,R.92.00 - Gambling and betting activities,NaceSectorsR,NaceSectorsR_92,NaceSectorsR_92_0,0
M.4016,NaceSectorsH_51,H.51 - Air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51,0
M.4018,NaceSectorsG_46_1_1,"G.46.11 - Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_1,0
M.4019,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.402,NaceSectorsB_5,B.05 - Mining of coal and lignite,NaceSectorsB,NaceSectorsB_5,NaceSectorsB_5,0
M.4020,NaceSectorsD_35_2_2,D.35.22 - Distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.4021,NaceSectorsC_23_3_2,"C.23.32 - Manufacture of bricks, tiles and construction products, in baked clay",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_3,0
M.4021,NaceSectorsC_32_9_9,C.32.99 - Other manufacturing n.e.c.,NaceSectorsC,NaceSectorsC_32,NaceSectorsC_32_9,0
M.4021,NaceSectorsG_46_7_3,"G.46.73 - Wholesale of wood, construction materials and sanitary equipment",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.4021,NaceSectorsG_47_7_8,G.47.78 - Other retail sale of new goods in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.4022,NaceSectorsH_53_2_0,H.53.20 - Other postal and courier activities,NaceSectorsH,NaceSectorsH_53,NaceSectorsH_53_2,0
M.4023,NaceSectorsG_47_9,"G.47.9 - Retail trade not in stores, stalls or markets",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_9,0
M.4024,NaceSectorsG_46_7_3,"G.46.73 - Wholesale of wood, construction materials and sanitary equipment",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.4025,NaceSectorsD_35_1_1,D.35.11 - Production of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.4028,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.4029,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.403,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.4031,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.4032,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4034,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4035,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4036,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4037,NaceSectorsC_24,C.24 - Manufacture of basic metals,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24,0
M.4038,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.4039,NaceSectorsG_46_5_1,"G.46.51 - Wholesale of computers, computer peripheral equipment and software",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_5,0
M.404,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.4040,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.4041,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.4042,NaceSectorsG_46_1_8,G.46.18 - Agents specialised in the sale of other particular products,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_1,0
M.4043,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.4044,NaceSectorsO_84_2_2,O.84.22 - Defence activities,NaceSectorsO,NaceSectorsO_84,NaceSectorsO_84_2,0
M.4045,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.4047,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.4048,NaceSectorsC_16_2_1,C.16.21 - Manufacture of veneer sheets and wood-based panels,NaceSectorsC,NaceSectorsC_16,NaceSectorsC_16_2,0
M.4048,NaceSectorsF_43_3_3,F.43.33 - Floor and wall covering,NaceSectorsF,NaceSectorsF_43,NaceSectorsF_43_3,0
M.4049,NaceSectorsC_21_2_0,C.21.20 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.405,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.4050,NaceSectorsC_27_3_2,C.27.32 - Manufacture of other electronic and electric wires and cables,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_3,0
M.4051,NaceSectorsH_52_2,H.52.2 - Support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.4052,NaceSectorsL_68_3_1,L.68.31 - Real estate agencies,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_3,0
M.4053,NaceSectorsL_68_3_1,L.68.31 - Real estate agencies,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_3,0
M.4054,NaceSectorsC_17,C.17 - Manufacture of paper and paper products,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17,0
M.4055,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.4056,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.4057,NaceSectorsC_17_1,"C.17.1 - Manufacture of pulp, paper and paperboard",NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.4058,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.4059,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.406,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.4060,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.4060,NaceSectorsD_35_1_3,D.35.13 - Distribution of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.4061,NaceSectorsC_30_9_1,C.30.91 - Manufacture of motorcycles,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.4062,NaceSectorsC_28_1_5,"C.28.15 - Manufacture of bearings, gears, gearing and driving elements",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.4063,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4064,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.4065,NaceSectorsC_27_5_1,C.27.51 - Manufacture of electric domestic appliances,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_5,0
M.4066,NaceSectorsR_93_1_9,R.93.19 - Other sports activities,NaceSectorsR,NaceSectorsR_93,NaceSectorsR_93_1,0
M.4067,NaceSectorsC_11_0_7,C.11.07 - Manufacture of soft drinks; production of mineral waters and other bottled waters,NaceSectorsC,NaceSectorsC_11,NaceSectorsC_11_0,0
M.4069,NaceSectorsC_10_4_1,C.10.41 - Manufacture of oils and fats,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_4,0
M.4071,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.4071,NaceSectorsC_20_3_0,"C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_3,0
M.4072,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4073,NaceSectorsB_6,B.06 - Extraction of crude petroleum and natural gas,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6,0
M.4073,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.4074,NaceSectorsC_29_2,C.29.2 - Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_2,0
M.4075,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.4076,NaceSectorsC_32_5,C.32.5 - Manufacture of medical and dental instruments and supplies,NaceSectorsC,NaceSectorsC_32,NaceSectorsC_32_5,0
M.4079,NaceSectorsB_5_1,B.05.1 - Mining of hard coal,NaceSectorsB,NaceSectorsB_5,NaceSectorsB_5_1,0
M.408,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4080,NaceSectorsC_18,C.18 - Printing and reproduction of recorded media,NaceSectorsC,NaceSectorsC_18,NaceSectorsC_18,0
M.4081,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.4082,NaceSectorsG_46_1_8,G.46.18 - Agents specialised in the sale of other particular products,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_1,0
M.4082,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
M.4083,NaceSectorsC_10_8_6,C.10.86 - Manufacture of homogenised food preparations and dietetic food,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.4084,NaceSectorsI_55_1_0,I.55.10 - Hotels and similar accommodation,NaceSectorsI,NaceSectorsI_55,NaceSectorsI_55_1,0
M.4085,NaceSectorsC_24,C.24 - Manufacture of basic metals,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24,0
M.4086,NaceSectorsG_47_7_5,G.47.75 - Retail sale of cosmetic and toilet articles in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.4087,NaceSectorsF_42_1_1,F.42.11 - Construction of roads and motorways,NaceSectorsF,NaceSectorsF_42,NaceSectorsF_42_1,0
M.4088,NaceSectorsI_56_1_0,I.56.10 - Restaurants and mobile food service activities,NaceSectorsI,NaceSectorsI_56,NaceSectorsI_56_1,0
M.4089,NaceSectorsC_10_2,"C.10.2 - Processing and preserving of fish, crustaceans and molluscs",NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_2,0
M.409,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.4090,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.4091,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.4092,NaceSectorsC_28_9_5,C.28.95 - Manufacture of machinery for paper and paperboard production,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_9,0
M.4093,NaceSectorsG_45,G.45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45,0
M.4093,NaceSectorsG_46,"G.46 - Wholesale trade, except of motor vehicles and motorcycles",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46,0
M.4093,NaceSectorsH_52,H.52 - Warehousing and support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52,0
M.4094,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.4095,NaceSectorsK_66_1_2,K.66.12 - Security and commodity contracts brokerage,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.4095,NaceSectorsL_68,L.68 - Real estate activities,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68,0
M.4095,NaceSectorsM_69_2_0,"M.69.20 - Accounting, bookkeeping and auditing activities; tax consultancy",NaceSectorsM,NaceSectorsM_69,NaceSectorsM_69_2,0
M.4096,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.4098,NaceSectorsG_45_3,G.45.3 - Sale of motor vehicle parts and accessories,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_3,0
M.4099,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.4099,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.410,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.4100,NaceSectorsC_26_2,C.26.2 - Manufacture of computers and peripheral equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_2,0
M.4101,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.4102,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.4103,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.4103,NaceSectorsE_38_1,E.38.1 - Waste collection,NaceSectorsE,NaceSectorsE_38,NaceSectorsE_38_1,0
M.4104,NaceSectorsC_30_1,C.30.1 - Building of ships and boats,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_1,0
M.4104,NaceSectorsC_30_1_1,C.30.11 - Building of ships and floating structures,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_1,0
M.4105,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.4106,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.4108,NaceSectorsJ_62_0_9,J.62.09 - Other information technology and computer service activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.4110,NaceSectorsD_35,"D.35 - Electricity, gas, steam and air conditioning supply",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35,0
M.4111,NaceSectorsC_27_9_0,C.27.90 - Manufacture of other electrical equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_9,0
M.4112,NaceSectorsC_28_2_2,C.28.22 - Manufacture of lifting and handling equipment,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_2,0
M.4114,NaceSectorsR_92_0_0,R.92.00 - Gambling and betting activities,NaceSectorsR,NaceSectorsR_92,NaceSectorsR_92_0,0
M.4116,NaceSectorsC_14,C.14 - Manufacture of wearing apparel,NaceSectorsC,NaceSectorsC_14,NaceSectorsC_14,0
M.4118,NaceSectorsE_38_1,E.38.1 - Waste collection,NaceSectorsE,NaceSectorsE_38,NaceSectorsE_38_1,0
M.4121,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.4122,NaceSectorsC_18,C.18 - Printing and reproduction of recorded media,NaceSectorsC,NaceSectorsC_18,NaceSectorsC_18,0
M.4123,NaceSectorsI_55_1_0,I.55.10 - Hotels and similar accommodation,NaceSectorsI,NaceSectorsI_55,NaceSectorsI_55_1,0
M.4123,NaceSectorsR_92_0_0,R.92.00 - Gambling and betting activities,NaceSectorsR,NaceSectorsR_92,NaceSectorsR_92_0,0
M.4124,NaceSectorsC_11,C.11 - Manufacture of beverages,NaceSectorsC,NaceSectorsC_11,NaceSectorsC_11,0
M.4126,NaceSectorsC_27_9_0,C.27.90 - Manufacture of other electrical equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_9,0
M.4127,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.4128,NaceSectorsN_78_1_0,N.78.10 - Activities of employment placement agencies,NaceSectorsN,NaceSectorsN_78,NaceSectorsN_78_1,0
M.4129,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.4130,NaceSectorsB_6,B.06 - Extraction of crude petroleum and natural gas,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6,0
M.4130,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.4130,NaceSectorsG_47_3_0,G.47.30 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.4131,NaceSectorsC_26_2,C.26.2 - Manufacture of computers and peripheral equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_2,0
M.4132,NaceSectorsA_3_1_1,A.03.11 - Marine fishing,NaceSectorsA,NaceSectorsA_3,NaceSectorsA_3_1,0
M.4132,NaceSectorsC_10_2_0,"C.10.20 - Processing and preserving of fish, crustaceans and molluscs",NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_2,0
M.4133,NaceSectorsK_66_1_2,K.66.12 - Security and commodity contracts brokerage,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.4135,NaceSectorsC_10_5,C.10.5 - Manufacture of dairy products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_5,1
M.4136,NaceSectorsH_53_2_0,H.53.20 - Other postal and courier activities,NaceSectorsH,NaceSectorsH_53,NaceSectorsH_53_2,0
M.4136,NaceSectorsM_74_9_0,"M.74.90 - Other professional, scientific and technical activities n.e.c.",NaceSectorsM,NaceSectorsM_74,NaceSectorsM_74_9,0
M.4137,NaceSectorsC_24_1_0,C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_1,1
M.4138,NaceSectorsC_22_2,C.22.2 - Manufacture of plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.4139,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,1
M.4140,NaceSectorsC_11_0_7,C.11.07 - Manufacture of soft drinks; production of mineral waters and other bottled waters,NaceSectorsC,NaceSectorsC_11,NaceSectorsC_11_0,0
M.4141,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.4142,NaceSectorsJ_58_1,"J.58.1 - Publishing of books, periodicals and other publishing activities",NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_1,0
M.4142,NaceSectorsJ_59_1_3,"J.59.13 - Motion picture, video and television programme distribution activities",NaceSectorsJ,NaceSectorsJ_59,NaceSectorsJ_59_1,0
M.4142,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.4143,NaceSectorsC_17_2_9,C.17.29 - Manufacture of other articles of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_2,0
M.4143,NaceSectorsF_43_9_1,F.43.91 - Roofing activities,NaceSectorsF,NaceSectorsF_43,NaceSectorsF_43_9,0
M.4146,NaceSectorsC_20_1_6,C.20.16 - Manufacture of plastics in primary forms,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.4146,NaceSectorsC_20_5_9,C.20.59 - Manufacture of other chemical products n.e.c.,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_5,0
M.4148,NaceSectorsL_68,L.68 - Real estate activities,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68,0
M.4149,NaceSectorsG_45_1,G.45.1 - Sale of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_1,0
M.4149,NaceSectorsG_45_2,G.45.2 - Maintenance and repair of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_2,0
